index,0,1,2
26457,0.108952686,0.10294968,0.7880976
26458,0.2561979,0.109047845,0.63475424
26459,0.09084671,0.18826777,0.7208856
26460,0.1045468,0.13340324,0.76205
26461,0.06729542,0.10485766,0.8278469
26462,0.059816025,0.09826692,0.84191716
26463,0.69279027,0.23527455,0.07193518
26464,0.1112995,0.13455784,0.75414264
26465,0.039749663,0.12931538,0.8309349
26466,0.05404695,0.21472101,0.731232
26467,0.09402774,0.17858149,0.72739077
26468,0.04636197,0.068854116,0.8847839
26469,0.49489075,0.15660316,0.34850612
26470,0.075720385,0.23537073,0.6889089
26471,0.12008784,0.21986595,0.6600462
26472,0.1463674,0.25108498,0.6025476
26473,0.06470209,0.14876321,0.78653467
26474,0.24929719,0.7208114,0.029891366
26475,0.41199082,0.24286993,0.34513924
26476,0.02222633,0.33310467,0.64466906
26477,0.13305803,0.20622785,0.66071415
26478,0.104900815,0.10937537,0.7857238
26479,0.07643878,0.16064227,0.76291895
26480,0.050641,0.09028266,0.8590764
26481,0.049253237,0.4136474,0.5370993
26482,0.1723222,0.080449305,0.7472285
26483,0.035358306,0.19373862,0.7709031
26484,0.14696722,0.10019062,0.7528422
26485,0.06612516,0.10752205,0.8263527
26486,0.0673397,0.1492448,0.78341544
26487,0.10329751,0.10815917,0.7885433
26488,0.23218212,0.5335034,0.23431447
26489,0.028138932,0.33219287,0.63966817
26490,0.07912134,0.32336676,0.5975119
26491,0.12982762,0.13994916,0.73022324
26492,0.091578044,0.15572247,0.7526995
26493,0.17627868,0.7317326,0.09198863
26494,0.049791384,0.32899553,0.6212131
26495,0.045624793,0.105958365,0.8484168
26496,0.06879737,0.10799439,0.8232082
26497,0.055325747,0.6981073,0.24656701
26498,0.17597604,0.42824388,0.3957801
26499,0.055813413,0.16779953,0.7763871
26500,0.0647376,0.45553946,0.47972298
26501,0.08130161,0.14048049,0.7782179
26502,0.019957285,0.019022489,0.9610202
26503,0.12471314,0.23042455,0.6448623
26504,0.1310317,0.12873104,0.7402373
26505,0.03666539,0.08450054,0.8788341
26506,0.06898336,0.8991974,0.031819332
26507,0.09266031,0.70808476,0.19925487
26508,0.06401861,0.32398272,0.6119987
26509,0.07032244,0.12173732,0.8079402
26510,0.07853921,0.20012975,0.721331
26511,0.070320316,0.06649046,0.8631891
26512,0.028728426,0.059158325,0.9121133
26513,0.12851852,0.1886093,0.6828722
26514,0.12011331,0.082493015,0.7973937
26515,0.2759655,0.11101599,0.6130186
26516,0.036658663,0.26851135,0.69482994
26517,0.199305,0.701316,0.09937894
26518,0.08924143,0.11218729,0.7985713
26519,0.37675607,0.20438285,0.4188611
26520,0.015648883,0.835158,0.14919314
26521,0.14923704,0.14027356,0.7104894
26522,0.12849525,0.1660172,0.7054876
26523,0.09341232,0.2601567,0.64643097
26524,0.036868475,0.19780788,0.76532364
26525,0.17050877,0.22849949,0.6009917
26526,0.057305627,0.17178336,0.7709109
26527,0.0616014,0.28527105,0.65312755
26528,0.112765744,0.85316765,0.0340666
26529,0.10532019,0.1778978,0.716782
26530,0.11558671,0.21697423,0.6674391
26531,0.05966065,0.16726677,0.7730726
26532,0.26068905,0.10440483,0.6349062
26533,0.08072122,0.15174353,0.7675352
26534,0.026453167,0.033508573,0.9400383
26535,0.102215506,0.09196778,0.80581665
26536,0.099160455,0.26469746,0.63614213
26537,0.13942625,0.09960477,0.760969
26538,0.032682475,0.31567428,0.6516432
26539,0.03639195,0.15756512,0.80604285
26540,0.18839209,0.28592962,0.5256782
26541,0.034243353,0.117086135,0.8486706
26542,0.08801737,0.11577867,0.796204
26543,0.15828407,0.07110192,0.77061397
26544,0.090121225,0.13150942,0.77836937
26545,0.1846216,0.1690933,0.6462851
26546,0.105377115,0.19718899,0.6974339
26547,0.038782932,0.08005486,0.8811623
26548,0.08882729,0.11817205,0.79300064
26549,0.07286239,0.87773526,0.049402326
26550,0.08324601,0.15910874,0.75764525
26551,0.031443764,0.28156477,0.68699145
26552,0.05313313,0.15782253,0.7890444
26553,0.025958067,0.11842243,0.85561955
26554,0.06762018,0.8397994,0.09258041
26555,0.29074734,0.17286584,0.53638685
26556,0.06560493,0.25269777,0.68169725
26557,0.06228294,0.08887966,0.8488374
26558,0.40445527,0.12888344,0.4666613
26559,0.22202079,0.12019615,0.65778303
26560,0.096397355,0.18430817,0.7192944
26561,0.050593294,0.1428403,0.8065664
26562,0.087216094,0.15883926,0.7539445
26563,0.09931736,0.12512276,0.7755599
26564,0.04731027,0.18452935,0.76816046
26565,0.07636984,0.2688268,0.65480334
26566,0.109240785,0.1586446,0.7321146
26567,0.047306113,0.093399085,0.8592949
26568,0.19995794,0.75128245,0.04875961
26569,0.038187627,0.17199929,0.78981316
26570,0.08384683,0.35751095,0.5586422
26571,0.10330077,0.100605726,0.7960936
26572,0.087168396,0.25022045,0.6626111
26573,0.08551672,0.13275091,0.7817324
26574,0.19945219,0.060037505,0.7405103
26575,0.12456739,0.17081475,0.7046178
26576,0.07786371,0.052676775,0.8694595
26577,0.054162662,0.09596111,0.8498762
26578,0.17938319,0.7331958,0.08742104
26579,0.12429638,0.8212085,0.05449512
26580,0.056102097,0.12245883,0.8214391
26581,0.065924644,0.1608193,0.77325606
26582,0.062018473,0.12331653,0.81466496
26583,0.060163207,0.1438023,0.7960345
26584,0.054382276,0.187597,0.75802076
26585,0.13385198,0.37907535,0.48707265
26586,0.31947395,0.27756065,0.40296537
26587,0.10850272,0.86406165,0.027435537
26588,0.049955294,0.18355262,0.766492
26589,0.10402869,0.09640624,0.7995651
26590,0.11536648,0.50091374,0.38371977
26591,0.1547828,0.6072298,0.23798732
26592,0.25152117,0.096662104,0.6518167
26593,0.07910387,0.24046345,0.68043274
26594,0.05140558,0.16520905,0.78338534
26595,0.06972448,0.15110782,0.7791677
26596,0.05448056,0.12814805,0.81737137
26597,0.33631888,0.630305,0.033376105
26598,0.12779003,0.1837099,0.68850005
26599,0.105805196,0.13043925,0.76375556
26600,0.077789105,0.04295493,0.87925595
26601,0.06574993,0.19097032,0.74327976
26602,0.010505732,0.09663527,0.892859
26603,0.034437068,0.055499434,0.91006356
26604,0.06824367,0.1578224,0.7739339
26605,0.07678983,0.12186158,0.8013487
26606,0.20419104,0.22462873,0.5711802
26607,0.08899887,0.82642967,0.08457141
26608,0.0398423,0.06780175,0.89235604
26609,0.12319654,0.13433415,0.7424693
26610,0.33822027,0.5758287,0.08595103
26611,0.13401744,0.16841468,0.6975679
26612,0.12018825,0.25779366,0.6220181
26613,0.07512599,0.42279178,0.5020822
26614,0.0969176,0.101857044,0.8012253
26615,0.07599263,0.08513878,0.8388686
26616,0.100569986,0.13390487,0.76552516
26617,0.13924679,0.1263805,0.73437274
26618,0.109219015,0.12715161,0.76362944
26619,0.1515111,0.21921933,0.6292696
26620,0.116717935,0.6635981,0.21968392
26621,0.09751056,0.076165125,0.8263243
26622,0.12481724,0.30018285,0.5749999
26623,0.05376462,0.3916785,0.55455697
26624,0.045583505,0.08147298,0.8729435
26625,0.28173822,0.20381863,0.5144431
26626,0.07677619,0.098732516,0.8244913
26627,0.055346943,0.1716557,0.7729974
26628,0.042557295,0.23101969,0.72642297
26629,0.080452606,0.17082742,0.74871993
26630,0.076024376,0.13414234,0.78983325
26631,0.015924651,0.032041527,0.9520338
26632,0.22161996,0.24963832,0.52874166
26633,0.05840106,0.083930016,0.8576689
26634,0.031766884,0.06446893,0.90376425
26635,0.10821362,0.21654975,0.6752367
26636,0.12714873,0.21956435,0.65328693
26637,0.019503424,0.04240804,0.93808854
26638,0.18013585,0.40519968,0.41466445
26639,0.2368035,0.46677345,0.29642302
26640,0.07249441,0.08578067,0.8417249
26641,0.1898443,0.6018208,0.20833488
26642,0.050165154,0.06962584,0.88020897
26643,0.099076726,0.19740328,0.70352006
26644,0.045779385,0.2663981,0.6878225
26645,0.09328546,0.10324075,0.8034738
26646,0.588968,0.13963133,0.27140063
26647,0.028890824,0.072806306,0.89830285
26648,0.0935497,0.4767336,0.42971668
26649,0.103714466,0.07324809,0.82303745
26650,0.3224335,0.5829324,0.09463416
26651,0.05684062,0.8651654,0.077993944
26652,0.36103123,0.07963747,0.55933124
26653,0.23426625,0.1146002,0.65113354
26654,0.0885158,0.416641,0.49484318
26655,0.066822395,0.21667862,0.716499
26656,0.14541128,0.12556577,0.729023
26657,0.13561551,0.26070923,0.60367525
26658,0.10509548,0.11235259,0.7825519
26659,0.27356657,0.17096445,0.5554689
26660,0.07356107,0.16736291,0.759076
26661,0.11956322,0.09865861,0.7817782
26662,0.07141781,0.25521284,0.6733693
26663,0.09746419,0.22011313,0.68242276
26664,0.058379672,0.07090785,0.87071246
26665,0.15221524,0.19751418,0.6502706
26666,0.040387996,0.44085374,0.5187582
26667,0.027379155,0.09360331,0.87901753
26668,0.16554385,0.38669485,0.4477613
26669,0.1421937,0.4468204,0.41098595
26670,0.25960296,0.3575615,0.38283557
26671,0.115727246,0.12180327,0.7624695
26672,0.06285996,0.07175107,0.8653889
26673,0.14307427,0.18684348,0.6700823
26674,0.5145582,0.06067074,0.42477107
26675,0.158335,0.3429678,0.49869722
26676,0.07910158,0.1163723,0.80452615
26677,0.035871603,0.15256278,0.8115657
26678,0.14437868,0.1814255,0.6741959
26679,0.09936922,0.14968476,0.750946
26680,0.027590537,0.09778348,0.874626
26681,0.1109357,0.08392097,0.80514336
26682,0.048902545,0.076117754,0.8749797
26683,0.06029912,0.32859653,0.6111043
26684,0.038873047,0.1404185,0.82070845
26685,0.1249941,0.073293954,0.8017119
26686,0.11217799,0.13816531,0.7496568
26687,0.1359745,0.11920212,0.74482334
26688,0.19692095,0.559788,0.24329102
26689,0.044610504,0.27092326,0.6844662
26690,0.05999785,0.11939703,0.82060516
26691,0.08720046,0.15054274,0.76225674
26692,0.04863873,0.2867466,0.66461474
26693,0.46639997,0.12385565,0.40974435
26694,0.38690546,0.46971688,0.14337763
26695,0.054547947,0.08692022,0.85853183
26696,0.06971017,0.16313691,0.76715285
26697,0.09957967,0.10896774,0.7914526
26698,0.08660326,0.029180223,0.8842165
26699,0.030309772,0.25795886,0.7117313
26700,0.096358605,0.2757303,0.6279111
26701,0.25112128,0.6044785,0.14440024
26702,0.062413685,0.7942812,0.14330512
26703,0.08397534,0.17767896,0.7383457
26704,0.053596057,0.104138136,0.8422658
26705,0.048441038,0.106558636,0.84500027
26706,0.026363898,0.08194448,0.8916917
26707,0.39432967,0.053140115,0.55253035
26708,0.0481751,0.17566375,0.77616113
26709,0.101801716,0.0792862,0.81891215
26710,0.082190916,0.1777642,0.74004483
26711,0.17119737,0.23878404,0.5900186
26712,0.048586585,0.18685134,0.7645621
26713,0.12985891,0.25551257,0.6146285
26714,0.07530697,0.08426086,0.84043217
26715,0.09159489,0.14241906,0.7659861
26716,0.11883815,0.49515256,0.38600925
26717,0.05026551,0.13556467,0.81416976
26718,0.09745701,0.0628352,0.83970773
26719,0.06334666,0.23239036,0.70426303
26720,0.12280599,0.14273217,0.7344619
26721,0.06716793,0.15454164,0.77829045
26722,0.20129652,0.12777443,0.6709291
26723,0.097682536,0.1849198,0.7173977
26724,0.08362978,0.3764612,0.539909
26725,0.028778177,0.20842266,0.76279914
26726,0.15983577,0.38149247,0.4586718
