index,0,1,2
26457,0.192738856,0.088011303,0.719249842
26458,0.234104418,0.128311101,0.637584481
26459,0.033746195,0.181766047,0.784487758
26460,0.113888449,0.158720614,0.727390937
26461,0.054073487,0.132661715,0.813264798
26462,0.034915985,0.121494976,0.843589039
26463,0.492796119,0.41860797,0.088595911
26464,0.088051352,0.135561481,0.776387168
26465,0.058465153,0.129179466,0.812355381
26466,0.062171706,0.213882687,0.723945607
26467,0.071871609,0.180646543,0.747481848
26468,0.046456212,0.060872384,0.892671403
26469,0.493964559,0.124307567,0.381727874
26470,0.068472065,0.19069801,0.740829925
26471,0.139342128,0.272616486,0.588041386
26472,0.104474517,0.174922024,0.720603459
26473,0.059758223,0.11451206,0.825729717
26474,0.268344164,0.705044507,0.026611329
26475,0.378714178,0.262365689,0.358920133
26476,0.055860646,0.464878226,0.479261128
26477,0.099182485,0.203153901,0.697663613
26478,0.122506305,0.104206318,0.773287377
26479,0.068524966,0.272664044,0.65881099
26480,0.059956995,0.115294625,0.82474838
26481,0.05944888,0.392850862,0.547700259
26482,0.197142573,0.11709942,0.685758007
26483,0.024513639,0.18736132,0.788125041
26484,0.104651919,0.21142791,0.683920171
26485,0.071709949,0.105621015,0.822669035
26486,0.095548209,0.201369162,0.703082629
26487,0.161405215,0.140992783,0.697602002
26488,0.165993939,0.714373332,0.11963273
26489,0.045730699,0.4060193,0.54825
26490,0.09626627,0.44042981,0.46330392
26491,0.103803104,0.129640353,0.766556543
26492,0.085353852,0.173872731,0.740773417
26493,0.166678441,0.708707267,0.124614291
26494,0.066670372,0.158171992,0.775157635
26495,0.046120956,0.100428334,0.85345071
26496,0.10140197,0.211372729,0.6872253
26497,0.063516172,0.579211389,0.35727244
26498,0.183931678,0.382827601,0.433240721
26499,0.045591833,0.165750335,0.788657832
26500,0.070947748,0.481166455,0.447885798
26501,0.129628903,0.127531489,0.742839607
26502,0.021766411,0.027217147,0.951016442
26503,0.099227545,0.227792858,0.672979598
26504,0.157878031,0.138553514,0.703568454
26505,0.082978368,0.090630532,0.8263911
26506,0.075560368,0.896577744,0.027861888
26507,0.101447195,0.715691109,0.182861697
26508,0.04114976,0.314683904,0.644166335
26509,0.119091272,0.165110527,0.715798201
26510,0.088442049,0.21532371,0.696234241
26511,0.078961664,0.062223256,0.85881508
26512,0.034397409,0.097926621,0.86767597
26513,0.15183544,0.184768041,0.66339652
26514,0.116951205,0.101426777,0.781622017
26515,0.152846818,0.112627835,0.734525346
